Item,Description,Width,Rabbet Height,Lip Size,Length,Chop,Join,Group,UPC
FC-119MI,FC Rising White #119 Maple,0.375,0.812,0.156,,,26.21,Wood,
119M1,Light Grey #119 Maple,0.375,0.812,0.156,7.35,10.14,14.2,Wood,
FC-119M1,FC Light Grey #119 Maple,0.375,0.812,0.156,,,26.21,Wood,
119M2,Medium Grey #119 Maple,0.375,0.812,0.156,7.35,10.14,14.2,Wood,
FC-119M2,FC Medium Grey #119 Maple,0.375,0.812,0.156,,,26.21,Wood,
119M3,Dark Grey #119 Maple,0.375,0.812,0.156,7.35,10.14,14.2,Wood,
FC-119M3,FC Dark Grey #119 Maple,0.375,0.812,0.156,,,26.21,Wood,
119M9,Wheat #119 Maple,0.375,0.812,0.156,7.35,10.14,14.2,Wood,
FC-119M9,FC Wheat #119 Maple,0.375,0.812,0.156,,,26.21,Wood,
119WR,Raw #119 Walnut,0.375,0.812,0.156,6.38,9.31,14.9,Wood,
FC-119WR,FC Raw #119 Walnut,0.375,0.812,0.156,,,28.56,Wood,
119WF,Oil & Wax #119 Walnut,0.375,0.812,0.156,10.97,16.02,22.43,Wood,
FC-119WF,FC Oil & Wax #119 Walnut,0.375,0.812,0.156,,,29.25,Wood,
119WP,Padauk #119 Walnut,0.375,0.812,0.156,11.81,17.24,24.14,Wood,
FC-119WP,FC Padauk #119 Walnut,0.375,0.812,0.156,,,29.94,Wood,
119WB,Special Dark #119 Walnut,0.375,0.812,0.156,11.81,17.24,24.14,Wood,
FC-119WB,FC Special Dark #119 Walnut,0.375,0.812,0.156,,,29.94,Wood,
119WE,Ebony #119 Walnut,0.375,0.812,0.156,10.97,16.02,22.43,Wood,
FC-119WE,FC Ebony #119 Walnut,0.375,0.812,0.156,,,29.94,Wood,
119WK,Satin Black #119 Walnut,0.375,0.812,0.156,10.18,14.86,20.8,Wood,
FC-119WK,FC Satin Black #119 Walnut,0.375,0.812,0.156,,,29.25,Wood,
119W1,Light Grey #119 Walnut,0.375,0.812,0.156,10.18,14.86,20.8,Wood,
FC-119W1,FC Light Grey #119 Walnut,0.375,0.812,0.156,,,29.25,Wood,
119W2,Medium Grey #119 Walnut,0.375,0.812,0.156,10.18,14.86,20.8,Wood,
FC-119W2,FC Medium Grey #119 Walnut,0.375,0.812,0.156,,,29.25,Wood,
119W3,Dark Grey #119 Walnut,0.375,0.812,0.156,10.18,14.86,20.8,Wood,
FC-119W3,FC Dark Grey #119 Walnut,0.375,0.812,0.156,,,29.25,Wood,
119VR,Raw #119 White Oak,0.375,0.812,0.156,5.08,8.38,13.41,Wood,
FC-119VR,FC Raw #119 White Oak,0.375,0.812,0.156,,,29.01,Wood,
119VF,Oil & Wax #119 White Oak,0.375,0.812,0.156,8.34,13.76,19.26,Wood,
FC-119VF,FC Oil & Wax #119 White Oak,0.375,0.812,0.156,,,29.69,Wood,
119VL,Clear Lacquer #119 White Oak,0.375,0.812,0.156,8.61,14.21,19.89,Wood,
FC-119VL,FC Clear Lacquer #119 White Oak,0.375,0.812,0.156,,,29.69,Wood,
119VC,Charcoal #119 White Oak,0.375,0.812,0.156,10.51,17.34,24.28,Wood,
FC-119VC,FC Charcoal #119 White Oak,0.375,0.812,0.156,,,30.38,Wood,
119VM,Mission #119 White Oak,0.375,0.812,0.156,10.51,17.34,24.28,Wood,
FC-119VM,FC Mission #119 White Oak,0.375,0.812,0.156,,,30.38,Wood,
119V7,Bleached #119 White Oak,0.375,0.812,0.156,10.51,17.34,24.28,Wood,
FC-119V7,FC Bleached #119 White Oak,0.375,0.812,0.156,,,30.38,Wood,
194AR,Raw #194 Ash,0.75,3.75,0.25,6.39,9.33,14.93,Wood,
FC-194AR,FC Raw #194 Ash,0.75,3.75,0.25,,,29.96,Wood,
194AF,Oil & Wax #194 Ash,0.75,3.75,0.25,9.92,14.48,20.27,Wood,
FC-194AF,FC Oil & Wax #194 Ash,0.75,3.75,0.25,,,30.64,Wood,
194AL,Clear Lacquer #194 Ash,0.75,3.75,0.25,10.98,16.03,22.44,Wood,
FC-194AL,FC Clear Lacquer #194 Ash,0.75,3.75,0.25,,,30.64,Wood,
194AW,WhiteWash #194 Ash,0.75,3.75,0.25,12.09,17.65,24.71,Wood,
FC-194AW,FC WhiteWash #194 Ash,0.75,3.75,0.25,,,31.33,Wood,
194AT,White #194 Ash,0.75,3.75,0.25,12.09,17.65,24.71,Wood,
FC-194AT,FC White #194 Ash,0.75,3.75,0.25,,,32.71,Wood,
194AK,Satin Black #194 Ash,0.75,3.75,0.25,12.09,17.65,24.71,Wood,
FC-194AK,FC Satin Black #194 Ash,0.75,3.75,0.25,,,32.71,Wood,
194AA,Warm White #194 Ash,0.75,3.75,0.25,12.09,17.65,24.71,Wood,
FC-194AA,FC Warm White #194 Ash,0.75,3.75,0.25,,,32.71,Wood,
194AC,Charcoal #194 Ash,0.75,3.75,0.25,12.09,17.65,24.71,Wood,
FC-194AC,FC Charcoal #194 Ash,0.75,3.75,0.25,,,32.71,Wood,
194AI,Rising White #194 Ash,0.75,3.75,0.25,12.09,17.65,24.71,Wood,
FC-194AI,FC Rising White #194 Ash,0.75,3.75,0.25,,,32.71,Wood,
194A1,Light Grey #194 Ash,0.75,3.75,0.25,12.09,17.65,24.71,Wood,
FC-194A1,FC Light Grey #194 Ash,0.75,3.75,0.25,,,32.71,Wood,
194A2,Medium Grey #194 Ash,0.75,3.75,0.25,12.09,17.65,24.71,Wood,
FC-194A2,FC Medium Grey #194 Ash,0.75,3.75,0.25,,,32.71,Wood,
194A3,Dark Grey #194 Ash,0.75,3.75,0.25,12.09,17.65,24.71,Wood,
FC-194A3,FC Dark Grey #194 Ash,0.75,3.75,0.25,,,32.71,Wood,
194CR,Raw #194 Cherry,0.75,3.75,0.25,9.07,13.6,21.76,Wood,
FC-194CR,FC Raw #194 Cherry,0.75,3.75,0.25,,,34.23,Wood,
194CF,Oil & Wax #194 Cherry,0.75,3.75,0.25,12.6,18.9,26.46,Wood,
FC-194CF,FC Oil & Wax #194 Cherry,0.75,3.75,0.25,,,34.91,Wood,
194CL,Clear Lacquer #194 Cherry,0.75,3.75,0.25,14.5,21.75,30.45,Wood,
FC-194CL,FC Clear Lacquer #194 Cherry,0.75,3.75,0.25,,,36.29,Wood,
194CG,Aged #194 Cherry,0.75,3.75,0.25,14.5,21.75,30.45,Wood,
FC-194CG,FC Aged #194 Cherry,0.75,3.75,0.25,,,36.29,Wood,
194CQ,Antique #194 Cherry,0.75,3.75,0.25,14.5,21.75,30.45,Wood,
FC-194CQ,FC Antique #194 Cherry,0.75,3.75,0.25,,,36.29,Wood,
194CD,Black Cherry #194 Cherry,0.75,3.75,0.25,14.5,21.75,30.45,Wood,
FC-194CD,FC Black Cherry #194 Cherry,0.75,3.75,0.25,,,36.98,Wood,
194MR,Raw #194 Maple,0.75,3.75,0.25,8.59,12.2,19.52,Wood,
FC-194MR,FC Raw #194 Maple,0.75,3.75,0.25,,,32.83,Wood,
194MF,Oil & Wax #194 Maple,0.75,3.75,0.25,11.85,16.83,23.56,Wood,
FC-194MF,FC Oil & Wax #194 Maple,0.75,3.75,0.25,,,33.51,Wood,
194ML,Clear Lacquer #194 Maple,0.75,3.75,0.25,12.12,17.21,24.09,Wood,
FC-194ML,FC Clear Lacquer #194 Maple,0.75,3.75,0.25,,,33.51,Wood,
194MW,WhiteWash #194 Maple,0.75,3.75,0.25,13.18,18.72,26.21,Wood,
FC-194MW,FC WhiteWash #194 Maple,0.75,3.75,0.25,,,34.2,Wood,
194MT,White #194 Maple,0.75,3.75,0.25,12.39,17.59,24.63,Wood,
FC-194MT,FC White #194 Maple,0.75,3.75,0.25,,,34.89,Wood,
194MK,Satin Black #194 Maple,0.75,3.75,0.25,12.39,17.59,24.63,Wood,
FC-194MK,FC Satin Black #194 Maple,0.75,3.75,0.25,,,34.89,Wood,
194MA,Warm White #194 Maple,0.75,3.75,0.25,12.39,17.59,24.63,Wood,
FC-194MA,FC Warm White #194 Maple,0.75,3.75,0.25,,,34.89,Wood,
194MI,Rising White #194 Maple,0.75,3.75,0.25,12.39,17.59,24.63,Wood,
FC-194MI,FC Rising White #194 Maple,0.75,3.75,0.25,,,34.89,Wood,
194M1,Light Grey #194 Maple,0.75,3.75,0.25,12.39,17.59,24.63,Wood,
FC-194M1,FC Light Grey #194 Maple,0.75,3.75,0.25,,,34.89,Wood,
194M2,Medium Grey #194 Maple,0.75,3.75,0.25,12.39,17.59,24.63,Wood,
FC-194M2,FC Medium Grey #194 Maple,0.75,3.75,0.25,,,34.89,Wood,
194M3,Dark Grey #194 Maple,0.75,3.75,0.25,12.39,17.59,24.63,Wood,
FC-194M3,FC Dark Grey #194 Maple,0.75,3.75,0.25,,,34.89,Wood,
194M9,Wheat #194 Maple,0.75,3.75,0.25,12.39,17.59,24.63,Wood,
FC-194M9,FC Wheat #194 Maple,0.75,3.75,0.25,,,34.89,Wood,
194WR,Raw #194 Walnut,0.75,3.75,0.25,20.1,30.15,48.24,Wood,
FC-194WR,FC Raw #194 Walnut,0.75,3.75,0.25,,,50.78,Wood,
194WF,Oil & Wax #194 Walnut,0.75,3.75,0.25,24.69,37.04,51.86,Wood,
FC-194WF,FC Oil & Wax #194 Walnut,0.75,3.75,0.25,,,51.46,Wood,
194WP,Padauk #194 Walnut,0.75,3.75,0.25,25.53,38.3,53.62,Wood,
FC-194WP,FC Padauk #194 Walnut,0.75,3.75,0.25,,,52.15,Wood,
194WB,Special Dark #194 Walnut,0.75,3.75,0.25,25.53,38.3,53.62,Wood,
FC-194WB,FC Special Dark #194 Walnut,0.75,3.75,0.25,,,52.15,Wood,
194WE,Ebony #194 Walnut,0.75,3.75,0.25,24.69,37.04,51.86,Wood,
FC-194WE,FC Ebony #194 Walnut,0.75,3.75,0.25,,,52.15,Wood,
194WK,Satin Black #194 Walnut,0.75,3.75,0.25,23.9,35.85,50.19,Wood,
FC-194WK,FC Satin Black #194 Walnut,0.75,3.75,0.25,,,51.46,Wood,
194W1,Light Grey #194 Walnut,0.75,3.75,0.25,23.9,35.85,50.19,Wood,
FC-194W1,FC Light Grey #194 Walnut,0.75,3.75,0.25,,,51.46,Wood,
194W2,Medium Grey #194 Walnut,0.75,3.75,0.25,23.9,35.85,50.19,Wood,
FC-194W2,FC Medium Grey #194 Walnut,0.75,3.75,0.25,,,51.46,Wood,
194W3,Dark Grey #194 Walnut,0.75,3.75,0.25,23.9,35.85,50.19,Wood,
FC-194W3,FC Dark Grey #194 Walnut,0.75,3.75,0.25,,,51.46,Wood,
194VR,Raw #194 White Oak,0.75,3.75,0.25,10.32,17.03,27.25,Wood,
FC-194VR,FC Raw #194 White Oak,0.75,3.75,0.25,,,39.03,Wood,
194VF,Oil & Wax #194 White Oak,0.75,3.75,0.25,13.58,22.41,31.37,Wood,
FC-194VF,FC Oil & Wax #194 White Oak,0.75,3.75,0.25,,,39.72,Wood,
194VL,Clear Lacquer #194 White Oak,0.75,3.75,0.25,13.85,22.85,31.99,Wood,
FC-194VL,FC Clear Lacquer #194 White Oak,0.75,3.75,0.25,,,39.72,Wood,
194VC,Charcoal #194 White Oak,0.75,3.75,0.25,15.75,25.99,36.39,Wood,
FC-194VC,FC Charcoal #194 White Oak,0.75,3.75,0.25,,,40.41,Wood,
194VM,Mission #194 White Oak,0.75,3.75,0.25,15.75,25.99,36.39,Wood,
FC-194VM,FC Mission #194 White Oak,0.75,3.75,0.25,,,40.41,Wood,
194V7,Bleached #194 White Oak,0.75,3.75,0.25,15.75,25.99,36.39,Wood,
FC-194V7,FC Bleached #194 White Oak,0.75,3.75,0.25,,,40.41,Wood,
129AR,Raw #129 Ash,0.375,1.312,0.156,3.67,5.21,7.82,Wood,
FC-129AR,FC Raw #129 Ash,0.375,1.312,0.156,,,24.46,Wood,
129AF,Oil & Wax #129 Ash,0.375,1.312,0.156,6.93,9.84,13.28,Wood,
FC-129AF,FC Oil & Wax #129 Ash,0.375,1.312,0.156,,,25.15,Wood,
129AL,Clear Lacquer #129 Ash,0.375,1.312,0.156,7.47,10.61,14.32,Wood,
FC-129AL,FC Clear Lacquer #129 Ash,0.375,1.312,0.156,,,25.15,Wood,
129AW,WhiteWash #129 Ash,0.375,1.312,0.156,9.37,13.31,17.97,Wood,
FC-129AW,FC WhiteWash #129 Ash,0.375,1.312,0.156,,,25.84,Wood,
129AT,White #129 Ash,0.375,1.312,0.156,9.37,13.31,17.97,Wood,
FC-129AT,FC White #129 Ash,0.375,1.312,0.156,,,27.21,Wood,
129AK,Satin Black #129 Ash,0.375,1.312,0.156,9.37,13.31,17.97,Wood,
FC-129AK,FC Satin Black #129 Ash,0.375,1.312,0.156,,,27.21,Wood,
129AA,Warm White #129 Ash,0.375,1.312,0.156,9.37,13.31,17.97,Wood,
FC-129AA,FC Warm White #129 Ash,0.375,1.312,0.156,,,27.21,Wood,
129AC,Charcoal #129 Ash,0.375,1.312,0.156,9.37,13.31,17.97,Wood,
FC-129AC,FC Charcoal #129 Ash,0.375,1.312,0.156,,,27.21,Wood,
129AI,Rising White #129 Ash,0.375,1.312,0.156,9.37,13.31,17.97,Wood,
FC-129AI,FC Rising White #129 Ash,0.375,1.312,0.156,,,27.21,Wood,
129A1,Light Grey #129 Ash,0.375,1.312,0.156,9.37,13.31,17.97,Wood,
FC-129A1,FC Light Grey #129 Ash,0.375,1.312,0.156,,,27.21,Wood,
129A2,Medium Grey #129 Ash,0.375,1.312,0.156,9.37,13.31,17.97,Wood,
FC-129A2,FC Medium Grey #129 Ash,0.375,1.312,0.156,,,27.21,Wood,
129A3,Dark Grey #129 Ash,0.375,1.312,0.156,9.37,13.31,17.97,Wood,
FC-129A3,FC Dark Grey #129 Ash,0.375,1.312,0.156,,,27.21,Wood,
129CR,Raw #129 Cherry,0.375,1.312,0.156,4.06,5.93,8.9,Wood,
FC-129CR,FC Raw #129 Cherry,0.375,1.312,0.156,,,25.18,Wood,
129CF,Oil & Wax #129 Cherry,0.375,1.312,0.156,7.59,11.08,14.96,Wood,
FC-129CF,FC Oil & Wax #129 Cherry,0.375,1.312,0.156,,,25.87,Wood,
129CL,Clear Lacquer #129 Cherry,0.375,1.312,0.156,9.49,13.86,18.71,Wood,
FC-129CL,FC Clear Lacquer #129 Cherry,0.375,1.312,0.156,,,27.24,Wood,
129CG,Aged #129 Cherry,0.375,1.312,0.156,9.49,13.86,18.71,Wood,
FC-129CG,FC Aged #129 Cherry,0.375,1.312,0.156,,,27.24,Wood,
129CQ,Antique #129 Cherry,0.375,1.312,0.156,9.49,13.86,18.71,Wood,
FC-129CQ,FC Antique #129 Cherry,0.375,1.312,0.156,,,27.24,Wood,
129CD,Black Cherry #129 Cherry,0.375,1.312,0.156,9.49,13.86,18.71,Wood,
FC-129CD,FC Black Cherry #129 Cherry,0.375,1.312,0.156,,,27.93,Wood,
129MR,Raw #129 Maple,0.375,1.312,0.156,4.34,5.99,8.98,Wood,
FC-129MR,FC Raw #129 Maple,0.375,1.312,0.156,,,25.24,Wood,
129MF,Oil & Wax #129 Maple,0.375,1.312,0.156,7.6,10.49,14.16,Wood,
FC-129MF,FC Oil & Wax #129 Maple,0.375,1.312,0.156,,,25.93,Wood,
129ML,Clear Lacquer #129 Maple,0.375,1.312,0.156,7.87,10.86,14.66,Wood,
FC-129ML,FC Clear Lacquer #129 Maple,0.375,1.312,0.156,,,25.93,Wood,
129MW,WhiteWash #129 Maple,0.375,1.312,0.156,8.93,12.32,16.63,Wood,
FC-129MW,FC WhiteWash #129 Maple,0.375,1.312,0.156,,,26.62,Wood,
129MT,White #129 Maple,0.375,1.312,0.156,8.14,11.23,15.16,Wood,
FC-129MT,FC White #129 Maple,0.375,1.312,0.156,,,27.3,Wood,
129MK,Satin Black #129 Maple,0.375,1.312,0.156,8.14,11.23,15.16,Wood,
FC-129MK,FC Satin Black #129 Maple,0.375,1.312,0.156,,,27.3,Wood,
129MA,Warm White #129 Maple,0.375,1.312,0.156,8.14,11.23,15.16,Wood,
FC-129MA,FC Warm White #129 Maple,0.375,1.312,0.156,,,27.3,Wood,
129MI,Rising White #129 Maple,0.375,1.312,0.156,8.14,11.23,15.16,Wood,
FC-129MI,FC Rising White #129 Maple,0.375,1.312,0.156,,,27.3,Wood,
129M1,Light Grey #129 Maple,0.375,1.312,0.156,8.14,11.23,15.16,Wood,
FC-129M1,FC Light Grey #129 Maple,0.375,1.312,0.156,,,27.3,Wood,
129M2,Medium Grey #129 Maple,0.375,1.312,0.156,8.14,11.23,15.16,Wood,
FC-129M2,FC Medium Grey #129 Maple,0.375,1.312,0.156,,,27.3,Wood,
129M3,Dark Grey #129 Maple,0.375,1.312,0.156,8.14,11.23,15.16,Wood,
FC-129M3,FC Dark Grey #129 Maple,0.375,1.312,0.156,,,27.3,Wood,
129M9,Wheat #129 Maple,0.375,1.312,0.156,8.14,11.23,15.16,Wood,
FC-129M9,FC Wheat #129 Maple,0.375,1.312,0.156,,,27.3,Wood,
129WR,Raw #129 Walnut,0.375,1.312,0.156,8.42,12.29,18.43,Wood,
FC-129WR,FC Raw #129 Walnut,0.375,1.312,0.156,,,31.54,Wood,
129WF,Oil & Wax #129 Walnut,0.375,1.312,0.156,13.01,18.99,25.64,Wood,
FC-129WF,FC Oil & Wax #129 Walnut,0.375,1.312,0.156,,,32.23,Wood,
129WP,Padauk #129 Walnut,0.375,1.312,0.156,13.85,20.22,27.3,Wood,
FC-129WP,FC Padauk #129 Walnut,0.375,1.312,0.156,,,32.92,Wood,
129WB,Special Dark #129 Walnut,0.375,1.312,0.156,13.85,20.22,27.3,Wood,
FC-129WB,FC Special Dark #129 Walnut,0.375,1.312,0.156,,,32.92,Wood,
129WE,Ebony #129 Walnut,0.375,1.312,0.156,13.01,18.99,25.64,Wood,
FC-129WE,FC Ebony #129 Walnut,0.375,1.312,0.156,,,32.92,Wood,
129WK,Satin Black #129 Walnut,0.375,1.312,0.156,12.22,17.84,24.08,Wood,
FC-129WK,FC Satin Black #129 Walnut,0.375,1.312,0.156,,,32.23,Wood,
129W1,Light Grey #129 Walnut,0.375,1.312,0.156,12.22,17.84,24.08,Wood,
FC-129W1,FC Light Grey #129 Walnut,0.375,1.312,0.156,,,32.23,Wood,
129W2,Medium Grey #129 Walnut,0.375,1.312,0.156,12.22,17.84,24.08,Wood,
FC-129W2,FC Medium Grey #129 Walnut,0.375,1.312,0.156,,,32.23,Wood,
129W3,Dark Grey #129 Walnut,0.375,1.312,0.156,12.22,17.84,24.08,Wood,
FC-129W3,FC Dark Grey #129 Walnut,0.375,1.312,0.156,,,32.23,Wood,
129VR,Raw #129 White Oak,0.375,1.312,0.156,5.8,9.57,14.36,Wood,
FC-129VR,FC Raw #129 White Oak,0.375,1.312,0.156,,,30.2,Wood,
129VF,Oil & Wax #129 White Oak,0.375,1.312,0.156,9.06,14.95,20.18,Wood,
FC-129VF,FC Oil & Wax #129 White Oak,0.375,1.312,0.156,,,30.88,Wood,
129VL,Clear Lacquer #129 White Oak,0.375,1.312,0.156,9.33,15.39,20.78,Wood,
FC-129VL,FC Clear Lacquer #129 White Oak,0.375,1.312,0.156,,,30.88,Wood,
129VC,Charcoal #129 White Oak,0.375,1.312,0.156,11.23,18.53,25.02,Wood,
FC-129VC,FC Charcoal #129 White Oak,0.375,1.312,0.156,,,31.57,Wood,
129VM,Mission #129 White Oak,0.375,1.312,0.156,11.23,18.53,25.02,Wood,
FC-129VM,FC Mission #129 White Oak,0.375,1.312,0.156,,,31.57,Wood,
129V7,Bleached #129 White Oak,0.375,1.312,0.156,11.23,18.53,25.02,Wood,
FC-129V7,FC Bleached #129 White Oak,0.375,1.312,0.156,,,31.57,Wood,
134AR,Raw #134 Ash,0.75,1.312,0.25,3.67,5.21,7.82,Wood,
FC-134AR,FC Raw #134 Ash,0.75,1.312,0.25,,,24.46,Wood,
134AF,Oil & Wax #134 Ash,0.75,1.312,0.25,6.93,9.84,13.28,Wood,
FC-134AF,FC Oil & Wax #134 Ash,0.75,1.312,0.25,,,25.15,Wood,
134AL,Clear Lacquer #134 Ash,0.75,1.312,0.25,7.47,10.61,14.32,Wood,
FC-134AL,FC Clear Lacquer #134 Ash,0.75,1.312,0.25,,,25.15,Wood,
134AW,WhiteWash #134 Ash,0.75,1.312,0.25,9.37,13.31,17.97,Wood,
FC-134AW,FC WhiteWash #134 Ash,0.75,1.312,0.25,,,25.84,Wood,
134AT,White #134 Ash,0.75,1.312,0.25,9.37,13.31,17.97,Wood,
FC-134AT,FC White #134 Ash,0.75,1.312,0.25,,,27.21,Wood,
134AK,Satin Black #134 Ash,0.75,1.312,0.25,9.37,13.31,17.97,Wood,
FC-134AK,FC Satin Black #134 Ash,0.75,1.312,0.25,,,27.21,Wood,
134AA,Warm White #134 Ash,0.75,1.312,0.25,9.37,13.31,17.97,Wood,
FC-134AA,FC Warm White #134 Ash,0.75,1.312,0.25,,,27.21,Wood,
134AC,Charcoal #134 Ash,0.75,1.312,0.25,9.37,13.31,17.97,Wood,
FC-134AC,FC Charcoal #134 Ash,0.75,1.312,0.25,,,27.21,Wood,
134AI,Rising White #134 Ash,0.75,1.312,0.25,9.37,13.31,17.97,Wood,
FC-134AI,FC Rising White #134 Ash,0.75,1.312,0.25,,,27.21,Wood,
134A1,Light Grey #134 Ash,0.75,1.312,0.25,9.37,13.31,17.97,Wood,
FC-134A1,FC Light Grey #134 Ash,0.75,1.312,0.25,,,27.21,Wood,
134A2,Medium Grey #134 Ash,0.75,1.312,0.25,9.37,13.31,17.97,Wood,
FC-134A2,FC Medium Grey #134 Ash,0.75,1.312,0.25,,,27.21,Wood,
134A3,Dark Grey #134 Ash,0.75,1.312,0.25,9.37,13.31,17.97,Wood,
FC-134A3,FC Dark Grey #134 Ash,0.75,1.312,0.25,,,27.21,Wood,
134CR,Raw #134 Cherry,0.75,1.312,0.25,4.06,6.09,9.14,Wood,
FC-134CR,FC Raw #134 Cherry,0.75,1.312,0.25,,,25.34,Wood,
134CF,Oil & Wax #134 Cherry,0.75,1.312,0.25,7.59,11.38,15.36,Wood,
FC-134CF,FC Oil & Wax #134 Cherry,0.75,1.312,0.25,,,26.03,Wood,
134CL,Clear Lacquer #134 Cherry,0.75,1.312,0.25,9.49,14.24,19.22,Wood,
FC-134CL,FC Clear Lacquer #134 Cherry,0.75,1.312,0.25,,,27.4,Wood,
134CG,Aged #134 Cherry,0.75,1.312,0.25,9.49,14.24,19.22,Wood,
FC-134CG,FC Aged #134 Cherry,0.75,1.312,0.25,,,27.4,Wood,
134CQ,Antique #134 Cherry,0.75,1.312,0.25,9.49,14.24,19.22,Wood,
FC-134CQ,FC Antique #134 Cherry,0.75,1.312,0.25,,,27.4,Wood,
134CD,Black Cherry #134 Cherry,0.75,1.312,0.25,9.49,14.24,19.22,Wood,
FC-134CD,FC Black Cherry #134 Cherry,0.75,1.312,0.25,,,28.09,Wood,
134MR,Raw #134 Maple,0.75,1.312,0.25,4.34,6.16,9.24,Wood,
FC-134MR,FC Raw #134 Maple,0.75,1.312,0.25,,,25.41,Wood,
134MF,Oil & Wax #134 Maple,0.75,1.312,0.25,7.6,10.79,14.57,Wood,
FC-134MF,FC Oil & Wax #134 Maple,0.75,1.312,0.25,,,26.1,Wood,
134ML,Clear Lacquer #134 Maple,0.75,1.312,0.25,7.87,11.18,15.09,Wood,
FC-134ML,FC Clear Lacquer #134 Maple,0.75,1.312,0.25,,,26.1,Wood,
134MW,WhiteWash #134 Maple,0.75,1.312,0.25,8.93,12.68,17.12,Wood,
FC-134MW,FC WhiteWash #134 Maple,0.75,1.312,0.25,,,26.79,Wood,
134MT,White #134 Maple,0.75,1.312,0.25,8.14,11.56,15.61,Wood,
FC-134MT,FC White #134 Maple,0.75,1.312,0.25,,,27.47,Wood,
134MK,Satin Black #134 Maple,0.75,1.312,0.25,8.14,11.56,15.61,Wood,
FC-134MK,FC Satin Black #134 Maple,0.75,1.312,0.25,,,27.47,Wood,
134MA,Warm White #134 Maple,0.75,1.312,0.25,8.14,11.56,15.61,Wood,
FC-134MA,FC Warm White #134 Maple,0.75,1.312,0.25,,,27.47,Wood,
134MI,Rising White #134 Maple,0.75,1.312,0.25,8.14,11.56,15.61,Wood,
FC-134MI,FC Rising White #134 Maple,0.75,1.312,0.25,,,27.47,Wood,
134M1,Light Grey #134 Maple,0.75,1.312,0.25,8.14,11.56,15.61,Wood,
FC-134M1,FC Light Grey #134 Maple,0.75,1.312,0.25,,,27.47,Wood,
134M2,Medium Grey #134 Maple,0.75,1.312,0.25,8.14,11.56,15.61,Wood,
FC-134M2,FC Medium Grey #134 Maple,0.75,1.312,0.25,,,27.47,Wood,
134M3,Dark Grey #134 Maple,0.75,1.312,0.25,8.14,11.56,15.61,Wood,
FC-134M3,FC Dark Grey #134 Maple,0.75,1.312,0.25,,,27.47,Wood,
134M9,Wheat #134 Maple,0.75,1.312,0.25,8.14,11.56,15.61,Wood,
FC-134M9,FC Wheat #134 Maple,0.75,1.312,0.25,,,27.47,Wood,
134WR,Raw #134 Walnut,0.75,1.312,0.25,8.42,12.63,18.94,Wood,
FC-134WR,FC Raw #134 Walnut,0.75,1.312,0.25,,,31.88,Wood,
134WF,Oil & Wax #134 Walnut,0.75,1.312,0.25,13.01,19.52,26.35,Wood,
FC-134WF,FC Oil & Wax #134 Walnut,0.75,1.312,0.25,,,32.57,Wood,
134WP,Padauk #134 Walnut,0.75,1.312,0.25,13.85,20.78,28.05,Wood,
FC-134WP,FC Padauk #134 Walnut,0.75,1.312,0.25,,,33.26,Wood,
134WB,Special Dark #134 Walnut,0.75,1.312,0.25,13.85,20.78,28.05,Wood,
FC-134WB,FC Special Dark #134 Walnut,0.75,1.312,0.25,,,33.26,Wood,
134WE,Ebony #134 Walnut,0.75,1.312,0.25,13.01,19.52,26.35,Wood,
FC-134WE,FC Ebony #134 Walnut,0.75,1.312,0.25,,,33.26,Wood,
134WK,Satin Black #134 Walnut,0.75,1.312,0.25,12.22,18.33,24.75,Wood,
FC-134WK,FC Satin Black #134 Walnut,0.75,1.312,0.25,,,32.57,Wood,
134W1,Light Grey #134 Walnut,0.75,1.312,0.25,12.22,18.33,24.75,Wood,
FC-134W1,FC Light Grey #134 Walnut,0.75,1.312,0.25,,,32.57,Wood,
134W2,Medium Grey #134 Walnut,0.75,1.312,0.25,12.22,18.33,24.75,Wood,
FC-134W2,FC Medium Grey #134 Walnut,0.75,1.312,0.25,,,32.57,Wood,
134W3,Dark Grey #134 Walnut,0.75,1.312,0.25,12.22,18.33,24.75,Wood,
FC-134W3,FC Dark Grey #134 Walnut,0.75,1.312,0.25,,,32.57,Wood,
134VR,Raw #134 White Oak,0.75,1.312,0.25,5.8,9.57,14.36,Wood,
FC-134VR,FC Raw #134 White Oak,0.75,1.312,0.25,,,30.2,Wood,
134VF,Oil & Wax #134 White Oak,0.75,1.312,0.25,9.06,14.95,20.18,Wood,
FC-134VF,FC Oil & Wax #134 White Oak,0.75,1.312,0.25,,,30.88,Wood,
134VL,Clear Lacquer #134 White Oak,0.75,1.312,0.25,9.33,15.39,20.78,Wood,
FC-134VL,FC Clear Lacquer #134 White Oak,0.75,1.312,0.25,,,30.88,Wood,
134VC,Charcoal #134 White Oak,0.75,1.312,0.25,11.23,18.53,25.02,Wood,
FC-134VC,FC Charcoal #134 White Oak,0.75,1.312,0.25,,,31.57,Wood,
134VM,Mission #134 White Oak,0.75,1.312,0.25,11.23,18.53,25.02,Wood,
FC-134VM,FC Mission #134 White Oak,0.75,1.312,0.25,,,31.57,Wood,
134V7,Bleached #134 White Oak,0.75,1.312,0.25,11.23,18.53,25.02,Wood,
FC-134V7,FC Bleached #134 White Oak,0.75,1.312,0.25,,,31.57,Wood,
922AR,Raw #922 Ash,0.375,2.625,0,9.84,14.37,22.99,Wood,
